NAME(Used only as reminder for value);VALUE;LABEL
OdBm::BuiltInCategory::OST_ExpansionJoints;-2006271;Expansion Joints
OdBm::BuiltInCategory::OST_ExpansionJointHiddenLines;-2006272;<Hidden Lines>
OdBm::BuiltInCategory::OST_ExpansionJointTags;-2006273;Expansion Joint Tags
OdBm::BuiltInCategory::OST_StructuralTendons;-2006274;Structural Tendons
OdBm::BuiltInCategory::OST_StructuralTendonHiddenLines;-2006275;<Hidden Lines>
OdBm::BuiltInCategory::OST_StructuralTendonTags;-2006276;Structural Tendon Tags
OdBm::BuiltInCategory::OST_ConnectorElem;-2007000;Connector Element
OdBm::BuiltInCategory::OST_ConnectorElemXAxis;-2007001;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ConnectorElemYAxis;-2007002;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_ConnectorElemZAxis;-2007003;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DuctColorFillLegends;-2007004;Duct Color Fill Legends
OdBm::BuiltInCategory::OST_DuctCurves;-2008000;Ducts
OdBm::BuiltInCategory::OST_DuctCurvesCenterLine;-2008001;Center line
OdBm::BuiltInCategory::OST_DuctCurvesContour;-2008002;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DuctTags;-2008003;Duct Tags
OdBm::BuiltInCategory::OST_FlexDuctTags;-2008004;Flex Duct Tags
OdBm::BuiltInCategory::OST_DuctColorFills;-2008005;Duct Color Fill
OdBm::BuiltInCategory::OST_DuctFitting;-2008010;Duct Fittings
OdBm::BuiltInCategory::OST_DuctTerminal;-2008013;Air Terminals
OdBm::BuiltInCategory::OST_DuctTerminalTags;-2008014;Air Terminal Tags
OdBm::BuiltInCategory::OST_DuctSystem;-2008015;Duct Systems
OdBm::BuiltInCategory::OST_DuctAccessory;-2008016;Duct Accessories
OdBm::BuiltInCategory::OST_DuctAccessoryTags;-2008017;Duct Accessory Tags
OdBm::BuiltInCategory::OST_FlexDuctCurves;-2008020;Flex Ducts
OdBm::BuiltInCategory::OST_FlexDuctCurvesCenterLine;-2008021;Center line
OdBm::BuiltInCategory::OST_FlexDuctCurvesContour;-2008022;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_FlexDuctCurvesPattern;-2008023;Pattern
OdBm::BuiltInCategory::OST_DuctCurvesRiseDrop;-2008036;Rise
OdBm::BuiltInCategory::OST_ElectricalCircuit;-2008037;Electrical Circuits
OdBm::BuiltInCategory::OST_ElectricalCircuitTags;-2008038;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Wire;-2008039;Wires
OdBm::BuiltInCategory::OST_ElectricalVoltage;-2008040;Voltages
OdBm::BuiltInCategory::OST_ElecDistributionSys;-2008041;Distribution Systems
OdBm::BuiltInCategory::OST_ElectricalDemandFactor;-2008042;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_PipingSystem;-2008043;Piping Systems
OdBm::BuiltInCategory::OST_PipeCurves;-2008044;Pipes
OdBm::BuiltInCategory::OST_PipeCurvesCenterLine;-2008045;Center Line
OdBm::BuiltInCategory::OST_PipeCurvesContour;-2008046;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_PipeTags;-2008047;Pipe Tags
OdBm::BuiltInCategory::OST_FlexPipeTags;-2008048;Flex Pipe Tags
OdBm::BuiltInCategory::OST_PipeFitting;-2008049;Pipe Fittings
OdBm::BuiltInCategory::OST_FlexPipeCurves;-2008050;Flex Pipes
OdBm::BuiltInCategory::OST_FlexPipeCurvesCenterLine;-2008051;Center Line
OdBm::BuiltInCategory::OST_FlexPipeCurvesContour;-2008052;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_FlexPipeCurvesPattern;-2008053;Pattern
OdBm::BuiltInCategory::OST_PipeCurvesRiseDrop;-2008054;Rise
OdBm::BuiltInCategory::OST_PipeAccessory;-2008055;Pipe Accessories
OdBm::BuiltInCategory::OST_PipeAccessoryTags;-2008056;Pipe Accessory Tags
OdBm::BuiltInCategory::OST_WireTags;-2008057;Wire Tags
OdBm::BuiltInCategory::OST_PipeColorFillLegends;-2008058;Pipe Color Fill Legends
OdBm::BuiltInCategory::OST_PipeColorFills;-2008059;Pipe Color Fill
OdBm::BuiltInCategory::OST_PipeFittingTags;-2008060;Pipe Fitting Tags
OdBm::BuiltInCategory::OST_DuctFittingTags;-2008061;Duct Fitting Tags
OdBm::BuiltInCategory::OST_DuctCurvesDrop;-2008062;Drop
OdBm::BuiltInCategory::OST_DuctCurvesInsulation;-2008063;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DuctCurvesLining;-2008064;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_FlexDuctCurvesInsulation;-2008065;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DuctFittingCenterLine;-2008066;Center line
OdBm::BuiltInCategory::OST_DuctFittingInsulation;-2008067;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DuctFittingLining;-2008068;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_PipeCurvesDrop;-2008069;Drop
OdBm::BuiltInCategory::OST_PipeCurvesInsulation;-2008070;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_FlexPipeCurvesInsulation;-2008071;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_PipeFittingCenterLine;-2008072;Center line
OdBm::BuiltInCategory::OST_PipeFittingInsulation;-2008073;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_WireTickMarks;-2008074;Wire Tick Marks
OdBm::BuiltInCategory::OST_TelephoneDevices;-2008075;Telephone Devices
OdBm::BuiltInCategory::OST_TelephoneDeviceTags;-2008076;Telephone Device Tags
OdBm::BuiltInCategory::OST_NurseCallDevices;-2008077;Nurse Call Devices
OdBm::BuiltInCategory::OST_NurseCallDeviceTags;-2008078;Nurse Call Device Tags
OdBm::BuiltInCategory::OST_SecurityDevices;-2008079;Security Devices
OdBm::BuiltInCategory::OST_SecurityDeviceTags;-2008080;Security Device Tags
OdBm::BuiltInCategory::OST_CommunicationDevices;-2008081;Communication Devices
OdBm::BuiltInCategory::OST_CommunicationDeviceTags;-2008082;Communication Device Tags
OdBm::BuiltInCategory::OST_DataDevices;-2008083;Data Devices
OdBm::BuiltInCategory::OST_DataDeviceTags;-2008084;Data Device Tags
OdBm::BuiltInCategory::OST_FireAlarmDevices;-2008085;Fire Alarm Devices
OdBm::BuiltInCategory::OST_FireAlarmDeviceTags;-2008086;Fire Alarm Device Tags
OdBm::BuiltInCategory::OST_LightingDevices;-2008087;Lighting Devices
OdBm::BuiltInCategory::OST_LightingDeviceTags;-2008088;Lighting Device Tags
OdBm::BuiltInCategory::OST_WireHomeRunArrows;-2008089;Home Run Arrows
OdBm::BuiltInCategory::OST_GbXMLFaces;-2008090;Analytical Surfaces
OdBm::BuiltInCategory::OST_GbXML_SType_Interior;-2008091;Interior
OdBm::BuiltInCategory::OST_GbXML_SType_Exterior;-2008092;Exterior
OdBm::BuiltInCategory::OST_GbXML_SType_Shade;-2008093;Shades
OdBm::BuiltInCategory::OST_GbXML_SType_Underground;-2008094;Underground
OdBm::BuiltInCategory::OST_GbXML_Opening;-2008095;Opening
OdBm::BuiltInCategory::OST_RouteCurve;-2008096;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RouteCurveMain;-2008097;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_RouteCurveBranch;-2008098;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_Sprinklers;-2008099;Sprinklers
OdBm::BuiltInCategory::OST_SprinklerTags;-2008100;Sprinkler Tags
OdBm::BuiltInCategory::OST_SwitchSystem;-2008101;Switch System
OdBm::BuiltInCategory::OST_EAConstructions;-2008102;Constructions
OdBm::BuiltInCategory::OST_PipeConnections;-2008103;Pipe Connections
OdBm::BuiltInCategory::OST_PipeMaterials;-2008104;Pipe Materials
OdBm::BuiltInCategory::OST_PipeSchedules;-2008105;Pipe Schedules
OdBm::BuiltInCategory::OST_Fluids;-2008106;Fluids
OdBm::BuiltInCategory::OST_HVAC_Zones;-2008107;HVAC Zones
OdBm::BuiltInCategory::OST_HVAC_Zones_Boundary;-2008108;Boundary
OdBm::BuiltInCategory::OST_HVAC_Zones_InteriorFill;-2008109;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_HVAC_Zones_Reference;-2008110;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_WireMaterials;-2008111;Wire Materials
OdBm::BuiltInCategory::OST_WireInsulations;-2008112;Wire Insulations
OdBm::BuiltInCategory::OST_WireTemperatureRatings;-2008113;Wire Temperature Ratings
OdBm::BuiltInCategory::OST_LayoutPath_Bases;-2008114;Layout Path Bases
OdBm::BuiltInCategory::OST_ZoneTags;-2008115;Zone Tags
OdBm::BuiltInCategory::OST_HVAC_Zones_ColorFill;-2008116;Color Fill
OdBm::BuiltInCategory::OST_HVAC_Zones_InteriorFill_Visibility;-2008117;Interior Fill
OdBm::BuiltInCategory::OST_HVAC_Zones_Reference_Visibility;-2008118;Reference Lines
OdBm::BuiltInCategory::OST_HVAC_Load_Space_Types;-2008119;Space Type Settings
OdBm::BuiltInCategory::OST_HVAC_Load_Building_Types;-2008120;Building Type Settings
OdBm::BuiltInCategory::OST_HVAC_Load_Schedules;-2008121;HVAC Load Schedules
OdBm::BuiltInCategory::OST_PipeInsulations;-2008122;Pipe Insulations
OdBm::BuiltInCategory::OST_DuctInsulations;-2008123;Duct Insulations
OdBm::BuiltInCategory::OST_DuctLinings;-2008124;Duct Linings
OdBm::BuiltInCategory::OST_RoutingPreferences;-2008125;Routing Preferences
OdBm::BuiltInCategory::OST_CableTrayFitting;-2008126;Cable Tray Fittings
OdBm::BuiltInCategory::OST_CableTrayFittingTags;-2008127;Cable Tray Fitting Tags
OdBm::BuiltInCategory::OST_ConduitFitting;-2008128;Conduit Fittings
OdBm::BuiltInCategory::OST_ConduitFittingTags;-2008129;Conduit Fitting Tags
OdBm::BuiltInCategory::OST_CableTray;-2008130;Cable Trays
OdBm::BuiltInCategory::OST_CableTrayTags;-2008131;Cable Tray Tags
OdBm::BuiltInCategory::OST_Conduit;-2008132;Conduits
OdBm::BuiltInCategory::OST_ConduitTags;-2008133;Conduit Tags
OdBm::BuiltInCategory::OST_CableTrayRiseDrop;-2008134;Rise
OdBm::BuiltInCategory::OST_CableTrayDrop;-2008135;Drop
OdBm::BuiltInCategory::OST_CableTrayCenterLine;-2008136;Center line
OdBm::BuiltInCategory::OST_ConduitRiseDrop;-2008137;Rise
OdBm::BuiltInCategory::OST_ConduitDrop;-2008138;Drop
OdBm::BuiltInCategory::OST_ConduitCenterLine;-2008139;Center line
OdBm::BuiltInCategory::OST_CableTrayFittingCenterLine;-2008140;Center line
OdBm::BuiltInCategory::OST_ConduitFittingCenterLine;-2008141;Center line
OdBm::BuiltInCategory::OST_ElectricalDemandFactorDefinitions;-2008142;Electrical Demand Factor Definitions
OdBm::BuiltInCategory::OST_ElectricalLoadClassifications;-2008143;Electrical Load Classifications
OdBm::BuiltInCategory::OST_ConduitStandards;-2008144;Conduit Standards
OdBm::BuiltInCategory::OST_BranchPanelScheduleTemplates;-2008145;Panel Schedule Templates - Branch Panel
OdBm::BuiltInCategory::OST_SwitchboardScheduleTemplates;-2008146;Panel Schedule Templates - Switchboard
OdBm::BuiltInCategory::OST_DataPanelScheduleTemplates;-2008147;Panel Schedule Templates - Data Panel
OdBm::BuiltInCategory::OST_ParamElemElectricalLoadClassification;-2008148;Electrical Load Classification Parameter Element
OdBm::BuiltInCategory::OST_ConduitRun;-2008149;Conduit Runs
OdBm::BuiltInCategory::OST_CableTrayRun;-2008150;Cable Tray Runs
OdBm::BuiltInCategory::OST_PanelScheduleGraphics;-2008151;Panel Schedule Graphics
OdBm::BuiltInCategory::OST_ElectricalInternalCircuits;-2008152;Electrical Spare/Space Circuits
OdBm::BuiltInCategory::OST_DuctInsulationsTags;-2008153;Duct Insulation Tags
OdBm::BuiltInCategory::OST_DuctLiningsTags;-2008154;Duct Lining Tags
OdBm::BuiltInCategory::OST_PipeInsulationsTags;-2008155;Pipe Insulation Tags
OdBm::BuiltInCategory::OST_DuctSystem_Reference;-2008156;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_DuctSystem_Reference_Visibility;-2008157;Reference Lines
OdBm::BuiltInCategory::OST_PipingSystem_Reference;-2008158;ODBM_CSV_NULL
OdBm::BuiltInCategory::OST_PipingSystem_Reference_Visibility;-2008159;Reference Lines
OdBm::BuiltInCategory::OST_PlaceHolderDucts;-2008160;Duct Placeholders
OdBm::BuiltInCategory::OST_PlaceHolderPipes;-2008161;Pipe Placeholders
