NAME(Used only as reminder for value);VALUE;LABEL
OdBm::BuiltInParameter::DIVIDED_SURFACE_GRID_OPTION_PARAM_2;-1150086;Option 2
OdBm::BuiltInParameter::FBX_ASSET_TYPE;-1150100;Light Source
OdBm::BuiltInParameter::FBX_LIGHT_PHOTOMETRICS;-1150101;Light Source Definition
OdBm::BuiltInParameter::FBX_LIGHT_INITIAL_INTENSITY;-1150102;Initial Intensity
OdBm::BuiltInParameter::FBX_LIGHT_WATTAGE;-1150103;Wattage
OdBm::BuiltInParameter::FBX_LIGHT_EFFICACY;-1150104;Efficacy
OdBm::BuiltInParameter::FBX_LIGHT_LIMUNOUS_INTENSITY;-1150105;Luminous Intensity
OdBm::BuiltInParameter::FBX_LIGHT_ILLUMINANCE;-1150106;Illuminance
OdBm::BuiltInParameter::FBX_LIGHT_INITIAL_COLOR_TEMPERATURE;-1150107;Initial Color Temperature
OdBm::BuiltInParameter::FBX_LIGHT_COLOR_FILTER;-1150108;Color Filter
OdBm::BuiltInParameter::FBX_LIGHT_TEMPERATURE_LOSS;-1150109;Temperature Loss
OdBm::BuiltInParameter::FBX_LIGHT_VOLTAGE_LOSS;-1150110;Voltage Loss
OdBm::BuiltInParameter::FBX_LIGHT_LAMP_TILT_LOSS;-1150112;Lamp Tilt Loss
OdBm::BuiltInParameter::FBX_LIGHT_SURFACE_LOSS;-1150113;Surface Depreciation Loss
OdBm::BuiltInParameter::FBX_LIGHT_LAMP_LUMEN_DEPR;-1150114;Lamp Lumen Depreciation
OdBm::BuiltInParameter::FBX_LIGHT_LUMENAIRE_DIRT;-1150115;Luminaire Dirt Depreciation
OdBm::BuiltInParameter::FBX_LIGHT_DIMMING_LIGHT_COLOR;-1150117;Dimming Lamp Color Temperature Shift
OdBm::BuiltInParameter::FBX_LIGHT_EMIT_SHAPE_VISIBLE;-1150118;Emit Shape Visible in Rendering
OdBm::BuiltInParameter::FBX_LIGHT_EMIT_LINE_LENGTH;-1150126;Emit from Line Length
OdBm::BuiltInParameter::FBX_LIGHT_EMIT_RECTANGLE_WIDTH;-1150127;Emit from Rectangle Width
OdBm::BuiltInParameter::FBX_LIGHT_EMIT_RECTANGLE_LENGTH;-1150128;Emit from Rectangle Length
OdBm::BuiltInParameter::FBX_LIGHT_EMIT_CIRCLE_DIAMETER;-1150129;Emit from Circle Diameter
OdBm::BuiltInParameter::FBX_LIGHT_SOURCE_DIAMETER;-1150130;Light Source Symbol Size
OdBm::BuiltInParameter::FBX_LIGHT_SOURCE_LENGTH;-1150131;Light Source Symbol Length
OdBm::BuiltInParameter::FBX_LIGHT_INITIAL_INTENSITY_INPUT_METHOD;-1150132;Initial Light Intensity Input Method
OdBm::BuiltInParameter::FBX_LIGHT_AT_A_DISTANCE;-1150133;At a distance
OdBm::BuiltInParameter::FBX_LIGHT_INITIAL_COLOR_NAME;-1150134;Temperature Color
OdBm::BuiltInParameter::FBX_LIGHT_LOSS_FACTOR_METHOD;-1150137;Light Loss Input Method
OdBm::BuiltInParameter::FBX_LIGHT_INITIAL_COLOR_CTRL;-1150138;Initial Color
OdBm::BuiltInParameter::FBX_LIGHT_LOSS_FACTOR_CTRL;-1150139;Light Loss Factor
OdBm::BuiltInParameter::FAMILY_CURVE_ATTACHMENT_PROPORTION;-1150140;Attachment Point
OdBm::BuiltInParameter::FBX_LIGHT_PHOTOMETRICS_FAM;-1150141;Light Source Definition (family)
OdBm::BuiltInParameter::FBX_LIGHT_PHOTOMETRIC_FILE_CACHE;-1150142;None
OdBm::BuiltInParameter::SPOT_DIM_STYLE_SLOPE_UNITS_ALT;-1150143;Alternate Units Format
OdBm::BuiltInParameter::POINT_ELEMENT_OFFSET;-1150144;Offset
OdBm::BuiltInParameter::POINT_ELEMENT_DRIVEN;-1150145;Driven by Host
OdBm::BuiltInParameter::POINT_ELEMENT_HOSTED_PARAM;-1150146;Hosted Parameter
OdBm::BuiltInParameter::CURVE_IS_REFERENCE_LINE;-1150147;Is Reference Line
OdBm::BuiltInParameter::POINT_ELEMENT_SHOW_PLANES;-1150148;Show Reference Planes
OdBm::BuiltInParameter::POINT_VISIBILITY_PARAM;-1150149;Visibility/Graphics Overrides
OdBm::BuiltInParameter::SPOT_SLOPE_PREFIX;-1150150;Prefix
OdBm::BuiltInParameter::SPOT_SLOPE_SUFFIX;-1150151;Suffix
OdBm::BuiltInParameter::SPOT_SLOPE_LEADER_LENGTH;-1150152;Leader Line Length
OdBm::BuiltInParameter::POINT_ELEMENT_DRIVING;-1150153;Driving Curve(s)
OdBm::BuiltInParameter::SPOT_DIM_STYLE_SLOPE_UNITS;-1150154;Units Format
OdBm::BuiltInParameter::POINT_ADAPTIVE_TYPE_PARAM;-1150155;Point
OdBm::BuiltInParameter::POINT_NAME_PARAM;-1150156;Name
OdBm::BuiltInParameter::POINT_FLEXIBLE_CONSTRAINED;-1150157;Constrained
OdBm::BuiltInParameter::POINT_FLEXIBLE_SHOW_NUMBER;-1150158;Show Placement Number
OdBm::BuiltInParameter::CONNECTOR_UTILITY_PARAM;-1150159;Utility
OdBm::BuiltInParameter::RBS_BUILDING_CONSTRUCTIONCLASS;-1150160;Building Infiltration Class
OdBm::BuiltInParameter::RBS_PROJECT_REPORTTYPE_PARAM;-1150161;Report Type
OdBm::BuiltInParameter::LOCKED_TOP_OFFSET;-1150162;Positive Offset
OdBm::BuiltInParameter::LOCKED_BASE_OFFSET;-1150163;Negative Offset
OdBm::BuiltInParameter::LOCKED_START_OFFSET;-1150164;Negative Offset
OdBm::BuiltInParameter::LOCKED_END_OFFSET;-1150165;Positive Offset
OdBm::BuiltInParameter::POINT_ELEMENT_HOSTED_ON_FACE_U_PARAM;-1150166;Hosted U Parameter
OdBm::BuiltInParameter::POINT_ELEMENT_HOSTED_ON_FACE_V_PARAM;-1150167;Hosted V Parameter
OdBm::BuiltInParameter::POINT_ELEMENT_ZFLIPPED;-1150168;Flipped
OdBm::BuiltInParameter::POINT_ELEMENT_MIRRORED;-1150169;Mirrored
OdBm::BuiltInParameter::VIEW_SLANTED_COLUMN_SYMBOL_OFFSET;-1150170;Column Symbolic Offset
OdBm::BuiltInParameter::SLANTED_COLUMN_TYPE_PARAM;-1150171;Column Style
OdBm::BuiltInParameter::INSTANCE_MOVE_TOP_WITH_GRIDS;-1150172;Move Top With Grids
OdBm::BuiltInParameter::INSTANCE_MOVE_BASE_WITH_GRIDS;-1150173;Move Base With Grids
OdBm::BuiltInParameter::STRUCTURAL_ATTACHMENT_BASE_TYPE;-1150176;Base Attachment Type
OdBm::BuiltInParameter::STRUCTURAL_ATTACHMENT_BASE_DISTANCE;-1150177;Base Attachment Distance
OdBm::BuiltInParameter::STRUCTURAL_ATTACHMENT_BASE_RATIO;-1150178;Base Attachment Ratio
OdBm::BuiltInParameter::STRUCTURAL_ATTACHMENT_BASE_REFERENCEDEND;-1150179;Base Attachment Referenced End
OdBm::BuiltInParameter::STRUCTURAL_ATTACHMENT_TOP_TYPE;-1150180;Top Attachment Type
OdBm::BuiltInParameter::STRUCTURAL_ATTACHMENT_TOP_DISTANCE;-1150181;Top Attachment Distance
OdBm::BuiltInParameter::STRUCTURAL_ATTACHMENT_TOP_RATIO;-1150182;Top Attachment Ratio
OdBm::BuiltInParameter::STRUCTURAL_ATTACHMENT_TOP_REFERENCEDEND;-1150183;Top Attachment Referenced End
OdBm::BuiltInParameter::ROOM_PLENUM_LIGHTING_PARAM;-1150188;Plenum Lighting Contribution
OdBm::BuiltInParameter::SLANTED_COLUMN_GEOMETRY_TREATMENT_TOP;-1150189;Top Geometry Alignment
OdBm::BuiltInParameter::SLANTED_COLUMN_GEOMETRY_TREATMENT_BASE;-1150190;Base Geometry Alignment
OdBm::BuiltInParameter::BASEPOINT_NORTHSOUTH_PARAM;-1150191;N/S
OdBm::BuiltInParameter::BASEPOINT_EASTWEST_PARAM;-1150192;E/W
OdBm::BuiltInParameter::BASEPOINT_ELEVATION_PARAM;-1150193;Elev
OdBm::BuiltInParameter::BASEPOINT_ANGLETON_PARAM;-1150194;Angle to True North
OdBm::BuiltInParameter::LEVEL_IS_GROUND_PLANE;-1150195;Is ground plane
OdBm::BuiltInParameter::POINT_ELEMENT_SHOW_NORMAL_PLANE_ONLY;-1150197;Show Normal Reference Plane Only
OdBm::BuiltInParameter::TILE_PATTERN_GRID_UNIT_X;-1150198;Horizontal spacing
OdBm::BuiltInParameter::TILE_PATTERN_GRID_UNIT_Y;-1150199;Vertical spacing
OdBm::BuiltInParameter::TILE_PATTERN_GRID_CELLS_X;-1150200;Number of horizontal cells
OdBm::BuiltInParameter::TILE_PATTERN_GRID_CELLS_Y;-1150201;Number of vertical cells
OdBm::BuiltInParameter::TILE_PATTERN_FAMREF_COMPONENT_EXTENTS;-1150202;Component Extents
OdBm::BuiltInParameter::RBS_BUILDING_USELOADCREDITS;-1150203;Use Load Credits
OdBm::BuiltInParameter::SLANTED_COLUMN_TOP_CUT_STYLE;-1150204;Top Cut Style
OdBm::BuiltInParameter::SLANTED_COLUMN_BASE_CUT_STYLE;-1150205;Base Cut Style
OdBm::BuiltInParameter::SLANTED_COLUMN_TOP_EXTENSION;-1150206;Top Extension
OdBm::BuiltInParameter::SLANTED_COLUMN_BASE_EXTENSION;-1150207;Base Extension
OdBm::BuiltInParameter::FRAMING_LENGTH_ROUNDOFF;-1150208;Structural Framing Length Roundoff
OdBm::BuiltInParameter::POINT_FLEXIBLE_NUM_PARAM;-1150209;Number
OdBm::BuiltInParameter::RBS_ENERGY_ANALYSIS_INCLUDE_THERMAL_PROPERTIES;-1150210;Detailed Elements
OdBm::BuiltInParameter::FOLLOW_SURFACE;-1150211;Follow Surface
OdBm::BuiltInParameter::CURVE_BY_POINTS_PROJECTION_TYPE;-1150212;Projection Type
OdBm::BuiltInParameter::TEXT_BOX_VISIBILITY;-1150213;Show Border
OdBm::BuiltInParameter::STRUCTURAL_BEAM_START_ATTACHMENT_TYPE;-1150214;Start Attachment Type
OdBm::BuiltInParameter::STRUCTURAL_BEAM_END_ATTACHMENT_TYPE;-1150215;End Attachment Type
OdBm::BuiltInParameter::STRUCTURAL_BEAM_START_ATTACHMENT_DISTANCE;-1150216;Start Attachment Distance
OdBm::BuiltInParameter::STRUCTURAL_BEAM_END_ATTACHMENT_DISTANCE;-1150217;End Attachment Distance
OdBm::BuiltInParameter::STRUCTURAL_BEAM_START_ATTACHMENT_REFCOLUMN_END;-1150218;Start of Attachment to Reference Column
OdBm::BuiltInParameter::STRUCTURAL_BEAM_END_ATTACHMENT_REFCOLUMN_END;-1150219;End of Attachment to Reference Column
OdBm::BuiltInParameter::POINT_ELEMENT_MEASUREMENT_TYPE;-1150220;Measurement Type
OdBm::BuiltInParameter::POINT_ELEMENT_NON_NORMALIZED_CURVE_PARAMATER;-1150221;Non-Normalized Curve Parameter
OdBm::BuiltInParameter::POINT_ELEMENT_NORMALIZED_CURVE_PARAMATER;-1150222;Normalized Curve Parameter
OdBm::BuiltInParameter::POINT_ELEMENT_SEGMENT_LENGTH;-1150223;Segment Length
OdBm::BuiltInParameter::POINT_ELEMENT_NORMALIZED_SEGMENT_LENGTH;-1150224;Normalized Segment Length
OdBm::BuiltInParameter::POINT_ELEMENT_CHORD_LENGTH;-1150225;Chord Length
OdBm::BuiltInParameter::POINT_ELEMENT_ANGLE;-1150226;Angle
OdBm::BuiltInParameter::POINT_ELEMENT_MEASURE_FROM;-1150227;Measure From
OdBm::BuiltInParameter::LEADER_LEFT_ATTACHMENT;-1150230;Left Attachment
OdBm::BuiltInParameter::LEADER_RIGHT_ATTACHMENT;-1150231;Right Attachment
OdBm::BuiltInParameter::RBS_ENERGY_ANALYSIS_BUILDING_ENVELOPE_DETERMINATION_PARAM;-1150232;Building Envelope
OdBm::BuiltInParameter::RBS_ENERGY_ANALYSIS_BUILDING_ENVELOPE_ANALYTICAL_GRID_CELL_SIZE;-1150233;Analytical Grid Cell Size
OdBm::BuiltInParameter::ENERGY_ANALYSIS_VERTICAL_VOID_THRESHOLD;-1150234;Average Vertical Void Height Threshold
OdBm::BuiltInParameter::ENERGY_ANALYSIS_HORIZONTAL_VOID_THRESHOLD;-1150235;Horizontal Void/Chase Area Threshold
OdBm::BuiltInParameter::DEFAULT_CONSTRUCTION_MASS_EXTERIOR_WALL;-1150300;Mass Exterior Wall
OdBm::BuiltInParameter::DEFAULT_CONSTRUCTION_MASS_INTERIOR_WALL;-1150301;Mass Interior Wall
OdBm::BuiltInParameter::DEFAULT_CONSTRUCTION_MASS_ROOF;-1150302;Mass Roof
OdBm::BuiltInParameter::DEFAULT_CONSTRUCTION_MASS_SHADE;-1150303;Mass Shade
OdBm::BuiltInParameter::DEFAULT_CONSTRUCTION_MASS_SLAB;-1150304;Mass Slab
OdBm::BuiltInParameter::DEFAULT_CONSTRUCTION_EXT_WALL_UNDERGROUND;-1150305;Mass Exterior Wall - Underground
OdBm::BuiltInParameter::DEFAULT_CONSTRUCTION_MASS_GLAZING;-1150306;Mass Glazing
OdBm::BuiltInParameter::DEFAULT_CONSTRUCTION_MASS_SKYLIGHT;-1150307;Mass Skylight
OdBm::BuiltInParameter::DEFAULT_CONSTRUCTION_MASS_OPENING;-1150309;Mass Opening
OdBm::BuiltInParameter::DEFAULT_CONSTRUCTION_MASS_FLOOR;-1150310;Mass Floor
OdBm::BuiltInParameter::POINT_FLEXIBLE_ORIENTATION_TYPE;-1150320;Orientation
OdBm::BuiltInParameter::FLEXIBLE_INSTANCE_FLIP;-1150321;Flip
OdBm::BuiltInParameter::POINT_ELEMENT_ROTATION_ANGLE;-1150322;Rotation Angle
OdBm::BuiltInParameter::RAILING_SYSTEM_TOP_RAIL_TYPES_PARAM;-1150327;Type
OdBm::BuiltInParameter::RAILING_SYSTEM_TOP_RAIL_HEIGHT_PARAM;-1150328;Height
OdBm::BuiltInParameter::RAILING_SYSTEM_HANDRAILS_TYPES_PARAM;-1150329;Type
OdBm::BuiltInParameter::RAILING_SYSTEM_HANDRAILS_POSITION_PARAM;-1150330;Position
OdBm::BuiltInParameter::RAILING_SYSTEM_HANDRAILS_HEIGHT_PARAM;-1150331;Height
OdBm::BuiltInParameter::RAILING_SYSTEM_HANDRAILS_LATTERAL_OFFSET;-1150332;Lateral Offset
OdBm::BuiltInParameter::RAILING_SYSTEM_SECONDARY_HANDRAILS_TYPES_PARAM;-1150333;Type
OdBm::BuiltInParameter::RAILING_SYSTEM_SECONDARY_HANDRAILS_POSITION_PARAM;-1150334;Position
OdBm::BuiltInParameter::RAILING_SYSTEM_SECONDARY_HANDRAILS_HEIGHT_PARAM;-1150335;Height
OdBm::BuiltInParameter::RAILING_SYSTEM_SECONDARY_HANDRAILS_LATTERAL_OFFSET;-1150336;Lateral Offset
OdBm::BuiltInParameter::CONTINUOUSRAIL_DEFAULT_JOIN_TYPE_PARAM;-1150337;Default Join
OdBm::BuiltInParameter::CONTINUOUSRAIL_FILLET_RADIUS_PARAM;-1150338;Fillet Radius
OdBm::BuiltInParameter::CONTINUOUSRAIL_PROFILE_TYPE_PARAM;-1150339;Profile
OdBm::BuiltInParameter::HANDRAIL_HEIGHT_PARAM;-1150340;Height
OdBm::BuiltInParameter::HANDRAIL_PROJECTION_PARAM;-1150341;Projection
OdBm::BuiltInParameter::HANDRAIL_HAND_CLEARANCE_PARAM;-1150342;Hand Clearance
OdBm::BuiltInParameter::CONTINUOUSRAIL_TRANSITION_TYPE_PARAM;-1150343;Transitions
OdBm::BuiltInParameter::CONTINUOUSRAIL_MATERIALS_PARAM;-1150344;Material
OdBm::BuiltInParameter::CONTINUOUSRAIL_BEGINNING_TERMINATION_TYPE_PARAM;-1150345;Beginning/Bottom Termination
OdBm::BuiltInParameter::CONTINUOUSRAIL_END_TERMINATION_TYPE_PARAM;-1150346;End/Top Termination
OdBm::BuiltInParameter::CONTINUOUSRAIL_BEGINNING_TERMINATION_ATTACHMENT_PARAM;-1150347;Extension Style
OdBm::BuiltInParameter::CONTINUOUSRAIL_EXTENSION_LENGTH_PARAM;-1150348;Length
OdBm::BuiltInParameter::CONTINUOUSRAIL_END_TERMINATION_ATTACHMENT_PARAM;-1150349;Extension Style
OdBm::BuiltInParameter::CONTINUOUSRAIL_END_EXTENSION_LENGTH_PARAM;-1150350;Length
OdBm::BuiltInParameter::HANDRAIL_SUPPORTS_TYPE_PARAM;-1150351;Family
OdBm::BuiltInParameter::HANDRAIL_SUPPORTS_LAYOUT_PARAM;-1150352;Layout
OdBm::BuiltInParameter::HANDRAIL_SUPPORTS_SPACING_PARAM;-1150353;Spacing
OdBm::BuiltInParameter::HANDRAIL_SUPPORTS_NUMBER_PARAM;-1150354;Number
OdBm::BuiltInParameter::HANDRAIL_SUPPORTS_JUSTIFICATION_PARAM;-1150355;Justification
OdBm::BuiltInParameter::CONTINUOUSRAIL_LENGTH_PARAM;-1150360;Length
OdBm::BuiltInParameter::CONTINUOUSRAIL_PLUS_TREAD_DEPTH_PARAM;-1150361;Plus Tread Depth
OdBm::BuiltInParameter::CONTINUOUSRAIL_JOIN_TYPE_PARAM;-1150373;Rail Path Join
OdBm::BuiltInParameter::RAILING_SYSTEM_HAS_TOP_RAIL;-1150380;Use Top Rail
OdBm::BuiltInParameter::ASSEMBLY_NAMING_CATEGORY;-1150403;Naming Category
OdBm::BuiltInParameter::RBS_SYSTEM_RISEDROP_1LINETEEDOWNSYMBOL_PARAM;-1150405;Single Line Tee Down Symbol
OdBm::BuiltInParameter::RBS_SYSTEM_RISEDROP_1LINETEEUPSYMBOL_PARAM;-1150406;Single Line Tee Up Symbol
OdBm::BuiltInParameter::RBS_SYSTEM_RISEDROP_1LINERISESYMBOL_PARAM;-1150407;Single Line Rise Symbol
OdBm::BuiltInParameter::RBS_SYSTEM_RISEDROP_1LINEDROPSYMBOL_PARAM;-1150408;Single Line Drop Symbol
OdBm::BuiltInParameter::RBS_SYSTEM_RISEDROP_2LINERISESYMBOL_PARAM;-1150409;Two Line Rise Symbol
OdBm::BuiltInParameter::RBS_SYSTEM_RISEDROP_2LINEDROPSYMBOL_PARAM;-1150410;Two Line Drop Symbol
OdBm::BuiltInParameter::RBS_SYSTEM_RISEDROP_PARAM;-1150411;Rise / Drop Symbol
OdBm::BuiltInParameter::RBS_COMPONENT_CLASSIFICATION_PARAM;-1150412;Component Classification
OdBm::BuiltInParameter::ASSEMBLY_NAME;-1150420;Assembly Name
OdBm::BuiltInParameter::RBS_INSULATION_LINING_VOLUME;-1150425;Volume
OdBm::BuiltInParameter::RBS_DUCT_CALCULATED_SIZE;-1150426;Duct Size
OdBm::BuiltInParameter::RBS_PIPE_CALCULATED_SIZE;-1150427;Pipe Size
OdBm::BuiltInParameter::RBS_REFERENCE_INSULATION_TYPE;-1150430;Insulation Type
OdBm::BuiltInParameter::RBS_REFERENCE_INSULATION_THICKNESS;-1150431;Insulation Thickness
OdBm::BuiltInParameter::RBS_REFERENCE_LINING_TYPE;-1150432;Lining Type
OdBm::BuiltInParameter::RBS_REFERENCE_LINING_THICKNESS;-1150433;Lining Thickness
OdBm::BuiltInParameter::RBS_REFERENCE_OVERALLSIZE;-1150434;Overall Size
OdBm::BuiltInParameter::RBS_REFERENCE_FREESIZE;-1150435;Free Size
OdBm::BuiltInParameter::SHEET_ASSEMBLY_NAME;-1150450;Assembly: Name
OdBm::BuiltInParameter::SHEET_ASSEMBLY_MODEL;-1150451;Assembly: Model
OdBm::BuiltInParameter::SHEET_ASSEMBLY_MANUFACTURER;-1150452;Assembly: Manufacturer
OdBm::BuiltInParameter::SHEET_ASSEMBLY_TYPE_COMMENTS;-1150453;Assembly: Type Comments
OdBm::BuiltInParameter::SHEET_ASSEMBLY_URL;-1150454;Assembly: URL
OdBm::BuiltInParameter::SHEET_ASSEMBLY_DESCRIPTION;-1150455;Assembly: Description
OdBm::BuiltInParameter::SHEET_ASSEMBLY_ASSEMBLY_CODE;-1150456;Assembly: Assembly Code
OdBm::BuiltInParameter::SHEET_ASSEMBLY_TYPE_MARK;-1150457;Assembly: Type Mark
OdBm::BuiltInParameter::SHEET_ASSEMBLY_COST;-1150458;Assembly: Cost
OdBm::BuiltInParameter::SHEET_ASSEMBLY_ASSEMBLY_DESCRIPTION;-1150459;Assembly: Assembly Description
OdBm::BuiltInParameter::SHEET_ASSEMBLY_KEYNOTE;-1150460;Assembly: Keynote
OdBm::BuiltInParameter::ANALYTICAL_MODEL_LENGTH;-1150461;Length
OdBm::BuiltInParameter::ANALYTICAL_MODEL_AREA;-1150462;Area
OdBm::BuiltInParameter::ANALYTICAL_MODEL_PERIMETER;-1150463;Perimeter
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_CLASS;-1150464;Class
OdBm::BuiltInParameter::PHY_MATERIAL_PARAM_SUBCLASS;-1150465;Subclass
OdBm::BuiltInParameter::PROPERTY_SET_NAME;-1150466;Property Set Name
OdBm::BuiltInParameter::PHY_MATERIAL_PROPERTIES;-1150467;Properties
OdBm::BuiltInParameter::RBS_DUCT_PIPE_SYSTEM_ABBREVIATION_PARAM;-1150468;System Abbreviation
OdBm::BuiltInParameter::PROPERTY_SET_MATERIAL_ASPECT;-1150480;Material aspect
OdBm::BuiltInParameter::PROPERTY_SET_DESCRIPTION;-1150481;Description
OdBm::BuiltInParameter::POINTCLOUDTYPE_SCALE;-1150500;Scale
OdBm::BuiltInParameter::ANALYTICAL_MODEL_ROTATION;-1150501;Cross-Section Rotation
OdBm::BuiltInParameter::POINTCLOUDINSTANCE_NAME;-1150600;Name
OdBm::BuiltInParameter::PARTMAKER_PARAM_DIVISION_GAP;-1150601;Gap
OdBm::BuiltInParameter::FAMILY_KEYWORD_PROTECTED;-1150602;Content protection enabled
OdBm::BuiltInParameter::PART_MAKER_SPLITTER_PROFILE;-1150603;Division Profile
OdBm::BuiltInParameter::PART_MAKER_SPLITTER_PROFILE_FLIP_ACROSS;-1150604;Profile Across Flip
OdBm::BuiltInParameter::PART_MAKER_SPLITTER_PROFILE_FLIP_ALONG;-1150605;Profile Along Flip
OdBm::BuiltInParameter::PART_MAKER_SPLITTER_PROFILE_EDGE_MATCH;-1150622;Edge Match
OdBm::BuiltInParameter::DIVISION_PROFILE_WIDTH;-1150623;Width
OdBm::BuiltInParameter::PART_MAKER_DIVISION_PROFILE_OFFSET;-1150624;Profile Offset
OdBm::BuiltInParameter::STAIRS_BASE_LEVEL;-1151101;Base Level
OdBm::BuiltInParameter::STAIRS_TOP_LEVEL;-1151103;Top Level
OdBm::BuiltInParameter::STAIRS_STAIRS_HEIGHT;-1151105;Desired Stair Height
OdBm::BuiltInParameter::STAIRS_MULTISTORY_UP_TO_LEVEL;-1151106;Multistory Top Level
OdBm::BuiltInParameter::STAIRS_DESIRED_NUMBER_OF_RISERS;-1151110;Desired Number of Risers
OdBm::BuiltInParameter::STAIRS_ACTUAL_NUMBER_OF_RISERS;-1151111;Actual Number of Risers
OdBm::BuiltInParameter::STAIRS_TOTAL_NUMBER_OF_RISERS;-1151112;Total Number of Risers
OdBm::BuiltInParameter::STAIRS_TOTAL_NUMBER_OF_TREADS;-1151113;Total Number of Treads
OdBm::BuiltInParameter::STAIRS_RUN_WIDTH_MEASUREMENT;-1151116;Run Width Measurement
OdBm::BuiltInParameter::STAIRS_MIN_AUTOMATIC_LANDING_DEPTH;-1151117;Minimum Automatic Landing Depth
OdBm::BuiltInParameter::STAIRS_ENABLE_CALCULATION_RULE_CHECKING;-1151118;Enable Calculator Rules Check
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_TREAD_FACES;-1151131;Show Run's Tread Faces
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_LANDING_FACES;-1151132;Show Landing Faces
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_LEFT_RUN_BOUNDARY_2D;-1151133;Show Run's Left Boundary 2D
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_RIGHT_RUN_BOUNDARY_2D;-1151134;Show Run's Right Boundary 2D
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_LEFT_RUN_BOUNDARY_3D;-1151135;Show Run's Left Boundary 3D
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_RIGHT_RUN_BOUNDARY_3D;-1151136;Show Run's Right Boundary 3D
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_RUN_PATH_2D;-1151137;Show Run's Path 2D
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_RUN_PATH_3D;-1151138;Show Run's Path 3D
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_RUN_RISER;-1151139;Show Run's Risers
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_RUN_NOSING;-1151140;Show Run's Nosings
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_RUN_OUTLINE_FOR_PLAN;-1151141;Show Run Outline For Plan
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_LANDING_BOUNDARY;-1151142;Show Landing Boundary
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_LANDING_PATH;-1151143;Show Landing Path
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_BOUNDARY_2D;-1151144;Show Stairs' Boundary 2D
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_BOUNDARY_3D;-1151145;Show Stairs' Boundary 3D
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_SUPPORT_PATH;-1151146;Show Support Path
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_RUN_GEOM;-1151147;Show Run Geometry
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_TRISER_GEOM;-1151148;Show Triser Geometry
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_MONOLITHIC_SUPPORT_GEOM;-1151149;Show Monolithic Support Geometry
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_RUN_CORSE_GEOM;-1151150;Show Run Corse Geometry
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_TRISER_CORSE_GEOM;-1151151;Show Triser Corse Geometry
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_MONOLITHIC_SUPPORT_CORSE_GEOM;-1151152;Show Monolithic Support Corse Geometry
OdBm::BuiltInParameter::STAIRS_DBG_SHOW_ANNOTATION_CUT_MARK;-1151153;Cut by Cut Plane
OdBm::BuiltInParameter::STAIRS_TRISER_NUMBER_BASE_INDEX;-1151154;Tread/Riser Start Number
OdBm::BuiltInParameter::STAIRSTYPE_MAXIMUM_RISER_HEIGHT;-1151203;Max. Riser Height
OdBm::BuiltInParameter::STAIRSTYPE_MINIMUM_TREAD_DEPTH;-1151204;Min. Tread Depth
OdBm::BuiltInParameter::STAIRSTYPE_MINIMUM_TREAD_WIDTH_INSIDE_BOUNDARY;-1151205;Min. Tread Depth on Winder Inner Boundary
OdBm::BuiltInParameter::STAIRSTYPE_CALCULATION_RULES;-1151206;Calculation Rules
OdBm::BuiltInParameter::STAIRSTYPE_RUN_TYPE;-1151207;Run Type
OdBm::BuiltInParameter::STAIRSTYPE_LANDING_TYPE;-1151208;Landing Type
OdBm::BuiltInParameter::STAIRSTYPE_RIGHT_SIDE_SUPPORT_TYPE;-1151209;Right Support Type
OdBm::BuiltInParameter::STAIRSTYPE_LEFT_SIDE_SUPPORT_TYPE;-1151210;Left Support Type
OdBm::BuiltInParameter::STAIRSTYPE_INTERMEDIATE_SUPPORT_TYPE;-1151211;Middle Support Type
OdBm::BuiltInParameter::STAIRSTYPE_SHOW_CUTLINE;-1151212;Show Cut Line in Plan
OdBm::BuiltInParameter::STAIRSTYPE_SHOW_STAIR_PATH;-1151213;Show Stair Path in Plan
OdBm::BuiltInParameter::STAIRSTYPE_SHOW_UPDOWN;-1151214;Show Up/Down in Plan
OdBm::BuiltInParameter::STAIRSTYPE_WINDER_STEP_FRONT_MEASUREMENT;-1151215;Winder Algorithm
